"ID"	"largest_party"	"largest_party_percent"	"valdeltagande"	"KLARA_VALDISTRIKT"	"ALLA_VALDISTRIKT"	"MANDAT_M"	"MANDAT_ANDRING_M"	"ROSTER_M"	"PROCENT_M"	"PROCENT_ANDRING_M"	"MANDAT_C"	"MANDAT_ANDRING_C"	"ROSTER_C"	"PROCENT_C"	"PROCENT_ANDRING_C"	"MANDAT_FP"	"MANDAT_ANDRING_FP"	"ROSTER_FP"	"PROCENT_FP"	"PROCENT_ANDRING_FP"	"MANDAT_KD"	"MANDAT_ANDRING_KD"	"ROSTER_KD"	"PROCENT_KD"	"PROCENT_ANDRING_KD"	"MANDAT_S"	"MANDAT_ANDRING_S"	"ROSTER_S"	"PROCENT_S"	"PROCENT_ANDRING_S"	"MANDAT_V"	"MANDAT_ANDRING_V"	"ROSTER_V"	"PROCENT_V"	"PROCENT_ANDRING_V"	"MANDAT_MP"	"MANDAT_ANDRING_MP"	"ROSTER_MP"	"PROCENT_MP"	"PROCENT_ANDRING_MP"	"MANDAT_SD"	"MANDAT_ANDRING_SD"	"ROSTER_SD"	"PROCENT_SD"	"PROCENT_ANDRING_SD"	"MANDAT_FI"	"MANDAT_ANDRING_FI"	"ROSTER_FI"	"PROCENT_FI"	"PROCENT_ANDRING_FI"
"1440"	"S"	"S"	"84,9"	17	17	0	0	3898	22.2	-5.9	0	0	899	5.1	0.1	0	0	767	4.4	-2.2	0	0	770	4.4	-1.4	0	0	5688	32.4	-0.7	0	0	1097	6.3	0.1	0	0	982	5.6	-0.3	0	0	2858	16.3	8.2	0	0	431	2.5	2
"0486"	"M"	"M"	"84,3"	20	20	0	0	6045	28.7	-6.4	0	0	1163	5.5	-1.2	0	0	1130	5.4	-2.3	0	0	1049	5	-0.4	0	0	5856	27.8	0.8	0	0	971	4.6	0.4	0	0	1217	5.8	-0.9	0	0	3107	14.7	8.4	0	0	409	1.9	1.7
"1260"	"S"	"S"	"79,8"	8	8	0	0	1401	16.8	-9	0	0	264	3.2	-0.6	0	0	216	2.6	-2.3	0	0	183	2.2	-0.5	0	0	3392	40.8	0.1	0	0	292	3.5	0.3	0	0	293	3.5	0.1	0	0	2129	25.6	10.7	0	0	81	1	0.8
"1284"	"M"	"M"	"86,1"	15	15	0	0	5565	33.7	-8.5	0	0	872	5.3	0	0	0	1043	6.3	-2.8	0	0	899	5.4	-1.3	0	0	3649	22.1	1.6	0	0	491	3	0.4	0	0	1036	6.3	0.5	0	0	2460	14.9	8.6	0	0	327	2	1.8
"2280"	"S"	"S"	"83,6"	16	16	0	0	2469	15.5	-6.8	0	0	1038	6.5	-0.9	0	0	525	3.3	-2.2	0	0	534	3.3	-0.8	0	0	6950	43.5	3.1	0	0	999	6.3	-0.2	0	0	1084	6.8	-1.2	0	0	1771	11.1	7.1	0	0	466	2.9	2.3
"1263"	"M"	"M"	"87,0"	11	11	0	0	3368	26.7	-12.7	0	0	558	4.4	0.4	0	0	672	5.3	-1.9	0	0	370	2.9	-0.3	0	0	3367	26.7	2.5	0	0	254	2	-0.2	0	0	641	5.1	0.6	0	0	3062	24.3	10.9	0	0	182	1.4	1.2
"0680"	"S"	"S"	"85,2"	69	69	0	0	18522	21.9	-5.9	0	0	4940	5.8	0.5	0	0	3495	4.1	-2.2	0	0	9459	11.2	-2.4	0	0	26034	30.7	1	0	0	3879	4.6	-0.2	0	0	5659	6.7	0.3	0	0	10712	12.6	7.1	0	0	1515	1.8	1.6
"1961"	"S"	"S"	"80,7"	8	8	0	0	1383	14.9	-5.4	0	0	355	3.8	0.3	0	0	362	3.9	-2.2	0	0	308	3.3	-1	0	0	4198	45.2	-1.9	0	0	568	6.1	-1.1	0	0	359	3.9	-0.8	0	0	1534	16.5	10.9	0	0	113	1.2	1.1
"0488"	"M"	"M"	"87,3"	7	7	0	0	2498	32.1	-9.2	0	0	498	6.4	1.2	0	0	392	5	-2	0	0	336	4.3	-1.1	0	0	2097	27	3.3	0	0	268	3.4	0	0	0	503	6.5	-0.8	0	0	948	12.2	6.4	0	0	164	2.1	1.9
"2081"	"S"	"S"	"84,9"	25	25	0	0	5626	18	-5.2	0	0	1593	5.1	-0.2	0	0	1147	3.7	-1.3	0	0	991	3.2	-0.3	0	0	11675	37.4	-2.3	0	0	1909	6.1	-0.5	0	0	1716	5.5	-0.5	0	0	5513	17.7	8.4	0	0	710	2.3	1.9
"1384"	"M"	"M"	"87,4"	40	41	0	0	18621	37.9	-7.5	0	0	3795	7.7	0.2	0	0	4039	8.2	-1.6	0	0	2762	5.6	-1.9	0	0	8367	17	1.2	0	0	1408	2.9	0.3	0	0	2903	5.9	0.3	0	0	5928	12.1	7.5	0	0	921	1.9	1.5
"2580"	"S"	"S"	"85,8"	44	44	0	0	8003	15.9	-4.1	0	0	2316	4.6	-0.4	0	0	2217	4.4	-1.3	0	0	1628	3.2	-0.3	0	0	22734	45	-1.2	0	0	3772	7.5	-0.2	0	0	3277	6.5	-0.6	0	0	4459	8.8	5.4	0	0	1476	2.9	2.6
"2480"	"S"	"S"	"86,7"	64	64	0	0	12923	16.5	-4.3	0	0	4358	5.6	-1.3	0	0	3861	4.9	-1.7	0	0	3015	3.9	-1	0	0	28526	36.4	0.8	0	0	9637	12.3	1.3	0	0	6234	8	-2.3	0	0	4406	5.6	3.3	0	0	4616	5.9	5.2
"2584"	"S"	"S"	"82,8"	17	17	0	0	1510	10.3	-2.8	0	0	430	2.9	0.4	0	0	325	2.2	-1	0	0	488	3.3	0.2	0	0	6955	47.5	-4.5	0	0	1708	11.7	-2.4	0	0	749	5.1	0	0	0	1952	13.3	7.6	0	0	396	2.7	2.4
"1230"	"M"	"M"	"88,1"	13	13	0	0	4514	31.2	-11.4	0	0	775	5.4	0.2	0	0	910	6.3	-1.7	0	0	489	3.4	-0.4	0	0	3680	25.4	3	0	0	338	2.3	0.2	0	0	854	5.9	0.9	0	0	2506	17.3	8.7	0	0	241	1.7	1.4
"1880"	"S"	"S"	"85,0"	83	83	0	0	18874	21	-5	0	0	4625	5.1	0.3	0	0	4806	5.3	-2.3	0	0	5621	6.2	-0.8	0	0	29343	32.6	-1.7	0	0	5118	5.7	-0.1	0	0	7442	8.3	0.3	0	0	10495	11.7	6.1	0	0	2905	3.2	2.9
"1780"	"S"	"S"	"85,4"	51	51	0	0	13788	23.2	-6.6	0	0	3389	5.7	0.2	0	0	3155	5.3	-2.2	0	0	2697	4.5	-0.8	0	0	20764	35	1.8	0	0	3222	5.4	0	0	0	4505	7.6	-0.3	0	0	5689	9.6	5.4	0	0	1718	2.9	2.6
"1380"	"S"	"S"	"83,7"	56	56	0	0	14959	24.5	-6.9	0	0	3829	6.3	0.2	0	0	3235	5.3	-2.3	0	0	2402	3.9	-1.2	0	0	20611	33.7	1	0	0	2735	4.5	0.5	0	0	3729	6.1	-0.2	0	0	7639	12.5	7.2	0	0	1061	1.7	1.6
"1488"	"S"	"S"	"82,7"	31	31	0	0	6158	17.8	-6.1	0	0	1437	4.2	0.5	0	0	1795	5.2	-2.2	0	0	1267	3.7	-0.7	0	0	14115	40.8	-1.6	0	0	2000	5.8	0	0	0	2086	6	-0.6	0	0	4717	13.6	8.7	0	0	776	2.2	1.9
"0580"	"S"	"S"	"85,3"	95	95	0	0	23453	24.1	-6.4	0	0	5954	6.1	-0.2	0	0	6686	6.9	-1.9	0	0	5652	5.8	-0.6	0	0	28512	29.4	1.5	0	0	4545	4.7	0	0	0	7808	8	-1.2	0	0	10980	11.3	6.8	0	0	2412	2.5	2.1
"1907"	"S"	"S"	"82,7"	6	6	0	0	826	13.5	-5.8	0	0	223	3.7	0.9	0	0	210	3.4	-2.2	0	0	141	2.3	-0.6	0	0	2782	45.6	-3.8	0	0	440	7.2	-0.7	0	0	206	3.4	-0.7	0	0	1117	18.3	11.4	0	0	92	1.5	1.4
"1261"	"M"	"M"	"87,9"	17	17	0	0	5548	29.3	-10.5	0	0	1066	5.6	0.3	0	0	1214	6.4	-2.2	0	0	539	2.8	-0.8	0	0	5164	27.3	1.8	0	0	382	2	-0.1	0	0	1093	5.8	1.1	0	0	3578	18.9	9.8	0	0	212	1.1	0.9
"1883"	"S"	"S"	"83,8"	16	16	0	0	3653	18.9	-4.3	0	0	664	3.4	0.3	0	0	633	3.3	-2	0	0	706	3.6	-1.2	0	0	8670	44.8	-1.8	0	0	991	5.1	-0.2	0	0	893	4.6	-0.7	0	0	2727	14.1	9.4	0	0	231	1.2	1
"0484"	"S"	"S"	"82,7"	59	59	0	0	12865	21.4	-4.7	0	0	2583	4.3	-0.3	0	0	2640	4.4	-2.3	0	0	2174	3.6	-0.8	0	0	21321	35.5	-0.5	0	0	3207	5.3	-0.1	0	0	3613	6	-1.8	0	0	9970	16.6	8.7	0	0	1170	1.9	1.8
"0115"	"M"	"M"	"85,9"	17	17	0	0	6979	36.3	-8.4	0	0	1317	6.9	-0.4	0	0	1345	7	-1.8	0	0	947	4.9	-1.6	0	0	3786	19.7	2.8	0	0	617	3.2	0.2	0	0	1566	8.1	0.7	0	0	1990	10.4	6.4	0	0	435	2.3	1.9
"1980"	"S"	"S"	"83,6"	82	82	0	0	22123	24.7	-5.5	0	0	4027	4.5	0.2	0	0	5787	6.5	-2.4	0	0	4011	4.5	-0.6	0	0	29291	32.7	-0.2	0	0	4589	5.1	0.3	0	0	5174	5.8	-0.5	0	0	11656	13	7.1	0	0	2034	2.3	2.1
"0380"	"S"	"S"	"86,0"	163	163	0	0	29724	22.3	-7.3	0	0	7943	6	-1.6	0	0	9907	7.4	-1.7	0	0	6951	5.2	-1.3	0	0	34666	26	1.9	0	0	10219	7.7	1.4	0	0	13919	10.4	-0.6	0	0	10921	8.2	4.3	0	0	7342	5.5	4.7
"0581"	"S"	"S"	"83,3"	72	72	0	0	19479	23.2	-7	0	0	3745	4.5	-0.2	0	0	3787	4.5	-1.5	0	0	3846	4.6	-0.7	0	0	26071	31	-1.5	0	0	4569	5.4	-0.2	0	0	5704	6.8	-1	0	0	13785	16.4	10.3	0	0	2193	2.6	2.2
"0192"	"S"	"S"	"82,4"	18	18	0	0	4337	26.4	-8.6	0	0	708	4.3	-0.2	0	0	885	5.4	-1	0	0	639	3.9	-1	0	0	5055	30.7	1.3	0	0	832	5.1	-0.3	0	0	1027	6.2	-0.8	0	0	2414	14.7	8.6	0	0	367	2.2	1.9
"1490"	"S"	"S"	"83,0"	81	81	0	0	15289	23.2	-5.9	0	0	3250	4.9	0.2	0	0	3421	5.2	-2.5	0	0	3409	5.2	-1	0	0	20810	31.6	-0.4	0	0	3748	5.7	0.1	0	0	4397	6.7	0.3	0	0	9528	14.5	7.4	0	0	1393	2.1	1.9
"2460"	"S"	"S"	"84,8"	5	5	0	0	706	12.8	-5.5	0	0	588	10.7	-0.8	0	0	187	3.4	-1.9	0	0	259	4.7	-0.8	0	0	2198	39.9	-1	0	0	680	12.3	2	0	0	235	4.3	-0.5	0	0	465	8.4	5.8	0	0	140	2.5	2.3
"0140"	"M"	"M"	"80,8"	5	5	0	0	1751	31.8	-10.1	0	0	326	5.9	0.9	0	0	242	4.4	-2.7	0	0	215	3.9	-1.2	0	0	1469	26.6	2.6	0	0	134	2.4	0	0	0	299	5.4	-0.6	0	0	970	17.6	10.5	0	0	65	1.2	1
"1233"	"M"	"M"	"88,9"	19	19	0	0	11074	48.4	-10.5	0	0	991	4.3	0.1	0	0	1792	7.8	-0.8	0	0	1053	4.6	-1.5	0	0	2753	12	2.5	0	0	224	1	0.1	0	0	807	3.5	0.4	0	0	3799	16.6	9.6	0	0	226	1	0.8
"0125"	"M"	"M"	"87,8"	15	15	0	0	6390	38.9	-8.4	0	0	1165	7.1	-0.2	0	0	1205	7.3	-2.1	0	0	1033	6.3	-0.9	0	0	2664	16.2	2.9	0	0	525	3.2	0.1	0	0	1331	8.1	0.2	0	0	1542	9.4	6	0	0	456	2.8	2.4
"2180"	"S"	"S"	"84,4"	52	52	0	0	13052	20.9	-6.2	0	0	2678	4.3	-0.3	0	0	3147	5	-1.8	0	0	2019	3.2	-0.6	0	0	21402	34.3	-0.5	0	0	4179	6.7	-0.1	0	0	3772	6	-1.3	0	0	9933	15.9	8.4	0	0	1573	2.5	2.2
"1982"	"S"	"S"	"81,5"	7	7	0	0	1166	15.4	-5.7	0	0	187	2.5	-0.9	0	0	202	2.7	-2.2	0	0	201	2.6	-1	0	0	3427	45.1	0.6	0	0	490	6.5	-2.4	0	0	311	4.1	-0.8	0	0	1432	18.9	11	0	0	115	1.5	1.4
"1441"	"M"	"M"	"88,2"	24	24	0	0	6970	27.4	-7.7	0	0	1530	6	0.9	0	0	2013	7.9	-2.2	0	0	1440	5.7	-1.3	0	0	6018	23.6	1.2	0	0	1278	5	-0.1	0	0	2143	8.4	-0.3	0	0	3077	12.1	6.7	0	0	789	3.1	2.7
"0120"	"M"	"M"	"86,0"	22	22	0	0	9064	37.4	-8.4	0	0	1287	5.3	-0.5	0	0	1525	6.3	-1.4	0	0	1047	4.3	-1.1	0	0	4976	20.5	2.6	0	0	916	3.8	0.2	0	0	2002	8.3	-0.2	0	0	2516	10.4	6.3	0	0	745	3.1	2.5
"0883"	"S"	"S"	"84,3"	23	23	0	0	4650	19.3	-6.5	0	0	1921	8	0.6	0	0	903	3.7	-1.7	0	0	924	3.8	-0.9	0	0	9511	39.4	-0.7	0	0	1244	5.2	0.1	0	0	1065	4.4	-0.9	0	0	3289	13.6	8.5	0	0	409	1.7	1.3
"1282"	"S"	"S"	"80,4"	22	22	0	0	4909	19.8	-8.3	0	0	699	2.8	0.3	0	0	1717	6.9	-4.8	0	0	489	2	-0.5	0	0	9325	37.6	1.5	0	0	1038	4.2	0.1	0	0	1207	4.9	0.6	0	0	4693	18.9	9	0	0	470	1.9	1.7
"0191"	"M"	"M"	"77,3"	23	23	0	0	6915	30.2	-8.1	0	0	990	4.3	-0.1	0	0	1165	5.1	-2	0	0	1191	5.2	-0.7	0	0	6501	28.4	0.3	0	0	1057	4.6	0.8	0	0	1462	6.4	0.1	0	0	2953	12.9	7.9	0	0	442	1.9	1.7
"1401"	"M"	"M"	"88,0"	20	20	0	0	6718	29.5	-6.6	0	0	1414	6.2	0.2	0	0	1874	8.2	-2.3	0	0	1121	4.9	-1.5	0	0	5143	22.6	0.6	0	0	1036	4.6	0	0	0	1794	7.9	0.4	0	0	2881	12.7	7	0	0	570	2.5	2.2
"1281"	"S"	"S"	"85,6"	74	74	0	0	16477	22.6	-9.4	0	0	4162	5.7	-1	0	0	7136	9.8	-1.4	0	0	2922	4	-1	0	0	16690	22.8	3.1	0	0	4692	6.4	0.7	0	0	8913	12.2	-0.4	0	0	6822	9.3	4.3	0	0	4295	5.9	5.1
"1262"	"M"	"M"	"90,5"	12	12	0	0	6016	39.9	-9.8	0	0	881	5.8	0.3	0	0	1490	9.9	-0.8	0	0	758	5	-0.5	0	0	2636	17.5	3.2	0	0	197	1.3	-0.1	0	0	850	5.6	0.9	0	0	1915	12.7	6.8	0	0	233	1.5	1.3
"0117"	"M"	"M"	"83,9"	21	21	0	0	9171	37.5	-8.1	0	0	1396	5.7	-0.1	0	0	1864	7.6	-1.6	0	0	1249	5.1	-1.1	0	0	4987	20.4	2.5	0	0	883	3.6	0.3	0	0	1891	7.7	0.3	0	0	2374	9.7	6.2	0	0	475	1.9	1.6
"0139"	"S"	"S"	"83,4"	12	12	0	0	3949	27.3	-7.8	0	0	583	4	-0.2	0	0	972	6.7	-1.5	0	0	813	5.6	-1.4	0	0	4313	29.8	2	0	0	702	4.8	0.4	0	0	916	6.3	-0.4	0	0	1784	12.3	7.1	0	0	263	1.8	1.5
"1761"	"S"	"S"	"88,7"	8	8	0	0	2603	25.8	-5.6	0	0	515	5.1	0.6	0	0	525	5.2	-2.3	0	0	486	4.8	-0.8	0	0	3834	37.9	2.6	0	0	465	4.6	-0.4	0	0	600	5.9	0.3	0	0	840	8.3	4.4	0	0	176	1.7	1.4
"1283"	"S"	"S"	"81,1"	80	80	0	0	22267	27.3	-8.9	0	0	2729	3.3	0	0	0	4242	5.2	-2.7	0	0	2796	3.4	-0.9	0	0	24279	29.7	1.9	0	0	3349	4.1	0.7	0	0	5434	6.7	0.2	0	0	14341	17.6	8.5	0	0	1527	1.9	1.6
"0181"	"S"	"S"	"75,9"	48	48	0	0	10582	23.1	-6.3	0	0	1759	3.8	0	0	0	2124	4.6	-1.6	0	0	3159	6.9	1.5	0	0	14702	32.1	-2.1	0	0	2664	5.8	0.6	0	0	3289	7.2	-1	0	0	5659	12.4	6.8	0	0	1207	2.6	2.3
"0187"	"M"	"M"	"84,4"	6	6	0	0	2846	41.4	-7.1	0	0	550	8	-0.6	0	0	601	8.7	-0.4	0	0	379	5.5	-1.3	0	0	1038	15.1	2.4	0	0	209	3	0.1	0	0	567	8.2	0.7	0	0	457	6.6	4	0	0	176	2.6	2.2
"1481"	"M"	"M"	"84,7"	41	41	0	0	9999	25.5	-7.3	0	0	1988	5.1	0.3	0	0	3292	8.4	-1.9	0	0	2116	5.4	-1.2	0	0	9940	25.4	0.4	0	0	2257	5.8	0.5	0	0	3501	8.9	0.5	0	0	4544	11.6	6	0	0	1181	3	2.6
"2463"	"S"	"S"	"79,0"	2	2	0	0	204	11.6	-2.2	0	0	183	10.4	1.1	0	0	90	5.1	-0.5	0	0	57	3.2	-2.3	0	0	792	45.1	-7	0	0	165	9.4	2.3	0	0	33	1.9	0.3	0	0	191	10.9	7.1	0	0	28	1.6	0
"0136"	"S"	"S"	"80,0"	46	46	0	0	12752	28.6	-8.2	0	0	1564	3.5	-0.4	0	0	2316	5.2	-1.7	0	0	1629	3.6	-0.8	0	0	13567	30.4	2.2	0	0	2291	5.1	0.1	0	0	3327	7.5	0.2	0	0	5547	12.4	6.7	0	0	985	2.2	1.9
"0481"	"S"	"S"	"83,1"	7	7	0	0	1257	17.2	-5.9	0	0	194	2.6	-0.2	0	0	247	3.4	-1.9	0	0	199	2.7	-0.7	0	0	3238	44.2	-0.4	0	0	584	8	0.3	0	0	378	5.2	-1.9	0	0	1034	14.1	9.3	0	0	140	1.9	1.6
"0162"	"M"	"M"	"84,3"	20	20	0	0	9812	49.8	-1.7	0	0	1424	7.2	-4.2	0	0	2361	12	1.7	0	0	2115	10.7	-2.8	0	0	1368	6.9	1.1	0	0	254	1.3	0.1	0	0	879	4.5	0.6	0	0	1048	5.3	3.6	0	0	335	1.7	1.4
"1231"	"S"	"S"	"77,0"	10	10	0	0	1916	20.8	-10.1	0	0	273	3	0.3	0	0	452	4.9	-2.1	0	0	161	1.8	-0.7	0	0	3423	37.2	3.6	0	0	403	4.4	0.6	0	0	523	5.7	0.5	0	0	1806	19.6	7.1	0	0	162	1.8	1.5
"1407"	"M"	"M"	"87,8"	12	12	0	0	2573	30.2	-6.1	0	0	242	2.8	0.1	0	0	585	6.9	-1.4	0	0	1451	17	-2.3	0	0	1762	20.7	1.7	0	0	334	3.9	0.8	0	0	440	5.2	-0.6	0	0	905	10.6	6.1	0	0	186	2.2	1.7
"0114"	"S"	"S"	"81,3"	22	22	0	0	6748	28.5	-8.4	0	0	901	3.8	-0.2	0	0	1451	6.1	-2.1	0	0	1053	4.5	-1.1	0	0	7146	30.2	3.3	0	0	1378	5.8	0.7	0	0	1591	6.7	-0.3	0	0	2597	11	6.1	0	0	469	2	1.8
"1280"	"S"	"S"	"77,2"	189	189	0	0	39966	23.1	-9.6	0	0	4712	2.7	-0.1	0	0	9617	5.6	-1.5	0	0	4467	2.6	-0.6	0	0	50926	29.4	1	0	0	13070	7.6	1.6	0	0	14631	8.5	-0.2	0	0	23615	13.7	5.6	0	0	9487	5.5	4.8
"0160"	"M"	"M"	"86,4"	38	38	0	0	19041	45.3	-5.4	0	0	2717	6.5	-1.4	0	0	4758	11.3	-0.1	0	0	2960	7	-1.8	0	0	5282	12.6	1.8	0	0	918	2.2	0.2	0	0	2555	6.1	0.9	0	0	2710	6.4	4.1	0	0	773	1.8	1.5
"1402"	"M"	"M"	"83,7"	18	18	0	0	6123	27.3	-6.6	0	0	1013	4.5	0.5	0	0	1787	8	-2	0	0	1216	5.4	-1.6	0	0	5597	25	0.1	0	0	1353	6	0.9	0	0	1769	7.9	0.4	0	0	2628	11.7	5.9	0	0	650	2.9	2.4
"1480"	"S"	"S"	"79,9"	297	297	0	0	76358	23.7	-6.5	0	0	12211	3.8	0	0	0	23330	7.2	-1.2	0	0	14953	4.6	-1.5	0	0	76692	23.8	-1.6	0	0	30288	9.4	0.9	0	0	31278	9.7	-0.9	0	0	31275	9.7	4.8	0	0	20633	6.4	5.6
"0127"	"S"	"S"	"74,6"	48	48	0	0	9356	22.3	-7.8	0	0	1155	2.8	-0.1	0	0	2020	4.8	-1.4	0	0	2400	5.7	0.6	0	0	15051	35.9	0.5	0	0	2848	6.8	-0.3	0	0	3302	7.9	1	0	0	4377	10.4	5.4	0	0	974	2.3	2
"0186"	"M"	"M"	"85,8"	25	25	0	0	12649	44.5	-4	0	0	2028	7.1	-3.1	0	0	3329	11.7	0.9	0	0	2260	7.9	-2.2	0	0	3147	11.1	1.8	0	0	573	2	0.1	0	0	1824	6.4	0.8	0	0	1837	6.5	3.8	0	0	692	2.4	2.1
"0128"	"M"	"M"	"84,2"	8	8	0	0	2875	30.8	-7.7	0	0	493	5.3	-0.5	0	0	652	7	-2.3	0	0	538	5.8	0.3	0	0	2320	24.9	2.3	0	0	392	4.2	0.2	0	0	714	7.7	-0.1	0	0	1053	11.3	6.1	0	0	212	2.3	2
"0163"	"M"	"M"	"84,4"	39	39	0	0	14536	36.2	-6.1	0	0	2253	5.6	-1.4	0	0	3562	8.9	-1	0	0	2590	6.4	-1.3	0	0	8083	20.1	2.4	0	0	1674	4.2	0.4	0	0	3247	8.1	1	0	0	2879	7.2	4	0	0	993	2.5	2.2
"0182"	"M"	"M"	"85,5"	44	44	0	0	21118	37.1	-6.8	0	0	3618	6.4	-1	0	0	4864	8.5	-0.5	0	0	3003	5.3	-1.7	0	0	10178	17.9	1.8	0	0	2412	4.2	0.2	0	0	5366	9.4	0.8	0	0	3693	6.5	3.7	0	0	2192	3.9	3.3
"0184"	"M"	"M"	"82,0"	41	41	0	0	13284	29.8	-8.2	0	0	2183	4.9	-0.9	0	0	3615	8.1	-1	0	0	1993	4.5	-1	0	0	10142	22.8	2.1	0	0	2963	6.7	0.6	0	0	4390	9.9	-0.1	0	0	3459	7.8	4.3	0	0	2056	4.6	4
"0180"	"M"	"M"	"82,1"	537	537	0	0	151821	27.6	-6.6	0	0	26909	4.9	-1.5	0	0	43322	7.9	-0.8	0	0	23604	4.3	-1.1	0	0	119588	21.7	0.9	0	0	42860	7.8	0.4	0	0	61242	11.1	-1	0	0	36756	6.7	3.5	0	0	39571	7.2	6.3
"0126"	"M"	"M"	"80,8"	56	56	0	0	16855	30.5	-8.3	0	0	2365	4.3	-0.2	0	0	3328	6	-1.7	0	0	2279	4.1	-1.1	0	0	14884	26.9	2.2	0	0	2938	5.3	0	0	0	4651	8.4	0.8	0	0	5795	10.5	5.7	0	0	1615	2.9	2.4
"0123"	"M"	"M"	"82,4"	37	37	0	0	11851	29.2	-7.2	0	0	1631	4	-0.2	0	0	2505	6.2	-2.3	0	0	2039	5	-1	0	0	11514	28.4	2.6	0	0	2360	5.8	0.6	0	0	3116	7.7	-0.1	0	0	4163	10.3	5.4	0	0	960	2.4	2.1
"0138"	"M"	"M"	"84,8"	24	24	0	0	9303	34.5	-7.6	0	0	1229	4.6	-0.2	0	0	1749	6.5	-2	0	0	1241	4.6	-1	0	0	6530	24.2	2.7	0	0	1157	4.3	0.4	0	0	2214	8.2	0.1	0	0	2599	9.7	5.6	0	0	661	2.5	2.1
"0183"	"S"	"S"	"81,2"	24	24	0	0	6764	27.1	-7.4	0	0	1026	4.1	-0.4	0	0	1537	6.2	-1.7	0	0	890	3.6	-0.4	0	0	6943	27.8	1.8	0	0	1780	7.1	0.2	0	0	2507	10.1	0.2	0	0	2285	9.2	4.7	0	0	914	3.7	3.1
